file,class,speckle,small_clusters,color_regions,edge_density
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1513.png,world_24x24,10,10,11,0.059
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1514.png,world_24x24,11,12,16,0.1358
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1515.png,world_24x24,9,13,15,0.117
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1516.png,world_24x24,11,16,18,0.1279
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1517.png,world_24x24,7,10,13,0.1131
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1518.png,world_24x24,12,20,24,0.2251
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1519.png,world_24x24,15,25,28,0.2309
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_152.png,world_24x24,2,3,5,0.2273
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1520.png,world_24x24,15,25,29,0.2326
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1521.png,world_24x24,21,31,34,0.256
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1522.png,world_24x24,5,15,18,0.6555
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1523.png,world_24x24,5,13,17,0.7168
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1524.png,world_24x24,7,17,20,0.6723
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1525.png,world_24x24,2,11,15,0.6518
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1526.png,world_24x24,7,21,26,0.6588
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1527.png,world_24x24,8,22,28,0.659
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1528.png,world_24x24,7,21,26,0.6474
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1529.png,world_24x24,7,21,27,0.6647
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_153.png,world_24x24,5,7,9,0.2889
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1530.png,world_24x24,12,31,34,0.5885
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1531.png,world_24x24,3,12,14,0.8542
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1532.png,world_24x24,2,7,10,0.8333
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1533.png,world_24x24,3,14,15,0.9091
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1534.png,world_24x24,3,9,12,0.9286
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1535.png,world_24x24,3,6,10,0.6837
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1536.png,world_24x24,6,15,18,0.5965
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_154.png,world_24x24,5,16,17,0.3386
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1541.png,world_24x24,18,27,28,0.3755
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1542.png,world_24x24,14,21,23,0.5515
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1543.png,world_24x24,15,24,25,0.5333
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1544.png,world_24x24,22,27,29,0.6328
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1545.png,world_24x24,43,49,51,0.4566
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1546.png,world_24x24,28,29,34,0.467
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1547.png,world_24x24,19,42,57,0.5972
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1548.png,world_24x24,25,35,44,0.5347
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1549.png,world_24x24,42,60,66,0.5122
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_155.png,world_24x24,5,7,9,0.2889
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1550.png,world_24x24,36,55,63,0.6076
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1552.png,world_24x24,8,13,24,0.5903
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1553.png,world_24x24,22,34,46,0.5938
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1554.png,world_24x24,6,13,23,0.4774
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1555.png,world_24x24,36,43,58,0.6545
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1556.png,world_24x24,31,43,55,0.6215
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1557.png,world_24x24,25,34,44,0.526
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1558.png,world_24x24,36,43,58,0.6545
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1559.png,world_24x24,31,43,55,0.6215
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_156.png,world_24x24,7,15,21,0.475
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1560.png,world_24x24,25,34,44,0.526
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1561.png,world_24x24,8,8,17,0.651
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1562.png,world_24x24,9,9,18,0.6476
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1563.png,world_24x24,8,8,16,0.7066
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1564.png,world_24x24,13,27,36,0.8429
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1565.png,world_24x24,7,7,13,0.7881
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1566.png,world_24x24,17,18,28,0.684
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1567.png,world_24x24,17,18,29,0.6406
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1569.png,world_24x24,2,11,17,0.3167
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_157.png,world_24x24,7,14,20,0.4855
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1570.png,world_24x24,8,19,24,0.2972
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1571.png,world_24x24,2,11,15,0.1932
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1572.png,world_24x24,10,20,26,0.3203
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1573.png,world_24x24,12,23,28,0.3124
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1574.png,world_24x24,2,11,15,0.1932
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1575.png,world_24x24,8,18,24,0.305
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1576.png,world_24x24,11,19,22,0.2008
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1577.png,world_24x24,14,25,27,0.2283
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1578.png,world_24x24,13,22,25,0.2311
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1579.png,world_24x24,4,13,16,0.1828
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1580.png,world_24x24,20,20,21,0.0979
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1581.png,world_24x24,13,13,14,0.0709
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1582.png,world_24x24,2,5,9,0.1157
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1583.png,world_24x24,11,12,16,0.1394
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1584.png,world_24x24,21,28,31,0.2245
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1585.png,world_24x24,10,19,23,0.2495
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1586.png,world_24x24,14,23,27,0.2656
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_159.png,world_24x24,0,15,24,0.8485
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1598.png,world_24x24,4,12,14,0.593
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1599.png,world_24x24,3,5,8,0.5
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_160.png,world_24x24,0,10,16,0.8485
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1600.png,world_24x24,11,16,18,0.5366
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1601.png,world_24x24,3,4,7,0.7647
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1602.png,world_24x24,27,27,28,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1603.png,world_24x24,13,14,15,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1604.png,world_24x24,26,26,27,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1605.png,world_24x24,27,27,28,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1606.png,world_24x24,13,14,15,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1607.png,world_24x24,26,26,27,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1608.png,world_24x24,27,27,28,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1609.png,world_24x24,13,14,15,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_161.png,world_24x24,0,5,8,0.8485
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1610.png,world_24x24,26,26,27,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1611.png,world_24x24,27,27,28,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1612.png,world_24x24,13,14,15,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1613.png,world_24x24,26,26,27,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1614.png,world_24x24,12,21,37,0.6849
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1615.png,world_24x24,2,3,17,0.6527
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1616.png,world_24x24,10,13,27,0.6496
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1617.png,world_24x24,17,40,63,0.8647
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1618.png,world_24x24,16,18,29,0.6885
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1619.png,world_24x24,10,22,34,0.7094
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_162.png,world_24x24,12,23,43,0.8568
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1620.png,world_24x24,29,29,31,0.2379
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1621.png,world_24x24,26,26,28,0.1393
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1622.png,world_24x24,29,29,31,0.2379
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1623.png,world_24x24,27,27,29,0.1951
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1624.png,world_24x24,27,27,29,0.1951
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1626.png,world_24x24,0,0,1,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1627.png,world_24x24,10,10,11,0.059
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1628.png,world_24x24,11,12,16,0.1358
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1629.png,world_24x24,9,13,15,0.117
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_163.png,world_24x24,20,32,41,0.6057
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1630.png,world_24x24,11,16,18,0.1279
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1631.png,world_24x24,7,10,13,0.1131
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1632.png,world_24x24,12,20,24,0.2251
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1633.png,world_24x24,15,25,28,0.2309
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1634.png,world_24x24,15,25,29,0.2326
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1635.png,world_24x24,21,31,34,0.256
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1636.png,world_24x24,5,15,18,0.6555
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1637.png,world_24x24,4,13,17,0.7054
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1638.png,world_24x24,7,17,20,0.661
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1639.png,world_24x24,2,11,15,0.6518
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_164.png,world_24x24,20,32,41,0.6057
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1640.png,world_24x24,7,21,26,0.6588
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1641.png,world_24x24,8,22,28,0.659
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1642.png,world_24x24,7,21,26,0.6474
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1643.png,world_24x24,7,21,27,0.6647
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1644.png,world_24x24,12,31,34,0.5885
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1645.png,world_24x24,3,12,14,0.8542
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1646.png,world_24x24,2,7,10,0.8333
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1647.png,world_24x24,3,14,15,0.9091
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1648.png,world_24x24,3,9,12,0.9286
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1649.png,world_24x24,3,6,10,0.6837
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_165.png,world_24x24,24,53,66,0.8415
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1650.png,world_24x24,6,15,18,0.5965
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1655.png,world_24x24,3,9,10,0.4835
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1656.png,world_24x24,8,15,18,0.5882
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1657.png,world_24x24,1,3,7,0.6875
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1658.png,world_24x24,8,11,14,0.6429
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1659.png,world_24x24,15,15,16,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_166.png,world_24x24,16,45,57,0.8776
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1660.png,world_24x24,42,44,45,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1661.png,world_24x24,15,15,16,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1662.png,world_24x24,15,15,16,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1663.png,world_24x24,42,44,45,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1664.png,world_24x24,15,15,16,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1665.png,world_24x24,15,15,16,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1666.png,world_24x24,42,44,45,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1667.png,world_24x24,15,15,16,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1668.png,world_24x24,15,15,16,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1669.png,world_24x24,42,44,45,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_167.png,world_24x24,7,20,25,0.3167
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1670.png,world_24x24,15,15,16,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1671.png,world_24x24,9,17,31,0.6006
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1672.png,world_24x24,19,24,34,0.6862
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1673.png,world_24x24,16,28,49,0.7361
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1674.png,world_24x24,5,11,24,0.6429
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1675.png,world_24x24,18,32,42,0.8846
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1676.png,world_24x24,9,21,36,0.7096
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1677.png,world_24x24,24,24,26,0.1286
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1678.png,world_24x24,0,0,1,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1679.png,world_24x24,24,24,26,0.1286
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_168.png,world_24x24,4,16,19,0.411
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1680.png,world_24x24,27,27,29,0.1951
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1681.png,world_24x24,27,27,29,0.1951
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1683.png,world_24x24,8,17,23,0.3557
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1684.png,world_24x24,9,20,25,0.308
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1685.png,world_24x24,10,19,23,0.2495
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1686.png,world_24x24,12,22,28,0.342
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1687.png,world_24x24,15,26,31,0.3449
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1688.png,world_24x24,11,20,24,0.2596
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1689.png,world_24x24,9,19,25,0.3159
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_169.png,world_24x24,7,20,25,0.3167
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1690.png,world_24x24,20,28,31,0.2657
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1691.png,world_24x24,14,25,27,0.2283
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1692.png,world_24x24,18,27,30,0.2584
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1693.png,world_24x24,10,19,22,0.2206
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1694.png,world_24x24,21,21,22,0.1066
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1695.png,world_24x24,15,15,16,0.0891
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1696.png,world_24x24,15,18,22,0.1884
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1697.png,world_24x24,13,14,18,0.1578
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1698.png,world_24x24,21,28,31,0.2245
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1699.png,world_24x24,10,19,23,0.2495
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_170.png,world_24x24,4,16,19,0.411
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1700.png,world_24x24,15,24,28,0.2757
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1712.png,world_24x24,83,89,92,0.789
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1713.png,world_24x24,63,73,76,0.9552
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1714.png,world_24x24,53,64,65,0.8543
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1715.png,world_24x24,53,62,64,0.8828
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1716.png,world_24x24,26,26,27,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1717.png,world_24x24,15,15,16,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1718.png,world_24x24,26,26,27,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1719.png,world_24x24,26,26,27,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1720.png,world_24x24,15,15,16,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1721.png,world_24x24,26,26,27,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1722.png,world_24x24,26,26,27,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1723.png,world_24x24,15,15,16,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1724.png,world_24x24,26,26,27,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1725.png,world_24x24,26,26,27,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1726.png,world_24x24,15,15,16,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1727.png,world_24x24,26,26,27,0.0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1728.png,world_24x24,16,30,40,0.7061
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1729.png,world_24x24,7,11,19,0.6576
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_173.png,world_24x24,5,5,10,0.4774
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1730.png,world_24x24,14,28,45,0.7712
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1731.png,world_24x24,13,22,36,0.7055
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1732.png,world_24x24,8,17,29,0.7257
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1733.png,world_24x24,10,18,34,0.6543
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1734.png,world_24x24,29,29,31,0.2379
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1735.png,world_24x24,26,26,28,0.1393
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1736.png,world_24x24,29,29,31,0.2379
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1737.png,world_24x24,52,52,54,0.3393
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_174.png,world_24x24,14,23,35,0.6198
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1740.png,world_24x24,52,61,62,0.4358
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1741.png,world_24x24,30,33,34,0.2448
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1742.png,world_24x24,44,52,56,0.4392
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1743.png,world_24x24,43,55,57,0.4255
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1744.png,world_24x24,43,56,58,0.4298
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1745.png,world_24x24,45,54,57,0.4134
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1746.png,world_24x24,39,53,57,0.4926
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1747.png,world_24x24,40,56,59,0.4842
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1748.png,world_24x24,44,58,62,0.4799
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1749.png,world_24x24,44,61,64,0.5102
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_175.png,world_24x24,26,44,62,0.7153
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1750.png,world_24x24,3,11,15,0.641
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1751.png,world_24x24,2,11,15,0.6429
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1752.png,world_24x24,4,14,17,0.6303
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1753.png,world_24x24,2,11,15,0.6518
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1754.png,world_24x24,3,17,22,0.6118
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1755.png,world_24x24,4,18,24,0.6127
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1756.png,world_24x24,3,17,22,0.6012
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1757.png,world_24x24,4,18,24,0.6127
