concept,tag,seed,prompt,status,overall,colors,A5,A6,collapse_merges,final_path
rock,rock_s12,12,large loose boulder rock,ok,FAIL,20,FAIL,PASS,0,tools/art_lint/candidates/burndown2b/rock/rock_s12_snapped.png
rock,rock_s13,13,large loose boulder rock,ok,FAIL,21,FAIL,WARN,0,tools/art_lint/candidates/burndown2b/rock/rock_s13_snapped.png
rock,rock_s14,14,large loose boulder rock,ok,WARN,7,PASS,WARN,0,tools/art_lint/candidates/burndown2b/rock/rock_s14_snapped.png
rock,rock_s15,15,large loose boulder rock,ok,FAIL,20,FAIL,PASS,0,tools/art_lint/candidates/burndown2b/rock/rock_s15_snapped.png
rock,rock_s16,16,large loose boulder rock,ok,FAIL,21,FAIL,WARN,0,tools/art_lint/candidates/burndown2b/rock/rock_s16_snapped.png
rock,rock_s17,17,large loose boulder rock,ok,FAIL,20,FAIL,WARN,0,tools/art_lint/candidates/burndown2b/rock/rock_s17_snapped.png
rock,rock_s18,18,large loose boulder rock,ok,FAIL,19,FAIL,WARN,0,tools/art_lint/candidates/burndown2b/rock/rock_s18_snapped.png
rock,rock_s19,19,large loose boulder rock,ok,FAIL,16,FAIL,WARN,0,tools/art_lint/candidates/burndown2b/rock/rock_s19_snapped.png
rock,rock_s20,20,large loose boulder rock,ok,FAIL,18,FAIL,PASS,0,tools/art_lint/candidates/burndown2b/rock/rock_s20_snapped.png
rock,rock_s21,21,large loose boulder rock,ok,FAIL,15,FAIL,WARN,0,tools/art_lint/candidates/burndown2b/rock/rock_s21_snapped.png
rock,rock_s22,22,large loose boulder rock,ok,WARN,10,PASS,WARN,3,tools/art_lint/candidates/burndown2b/rock/rock_s22_snapped.png
rock,rock_s23,23,large loose boulder rock,ok,FAIL,26,FAIL,WARN,0,tools/art_lint/candidates/burndown2b/rock/rock_s23_snapped.png
rock,rock_s24,24,large loose boulder rock,ok,FAIL,20,FAIL,WARN,0,tools/art_lint/candidates/burndown2b/rock/rock_s24_snapped.png
rock,rock_s25,25,large loose boulder rock,ok,WARN,10,PASS,PASS,7,tools/art_lint/candidates/burndown2b/rock/rock_s25_snapped.png
rock,rock_s26,26,large loose boulder rock,ok,FAIL,20,FAIL,WARN,0,tools/art_lint/candidates/burndown2b/rock/rock_s26_snapped.png
rock,rock_s27,27,large loose boulder rock,ok,FAIL,17,FAIL,PASS,0,tools/art_lint/candidates/burndown2b/rock/rock_s27_snapped.png
rock,rock_s28,28,large loose boulder rock,ok,FAIL,19,FAIL,WARN,0,tools/art_lint/candidates/burndown2b/rock/rock_s28_snapped.png
rock,rock_s29,29,large loose boulder rock,ok,FAIL,19,FAIL,PASS,0,tools/art_lint/candidates/burndown2b/rock/rock_s29_snapped.png
